"hs6_query","national_tariff_code","unit","description","import_rate","export_rate","trq","sst","excise","cess_1","cess_2","cess_3","source_file","source_sha256"
"870360","8703609600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609700","u","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870360","8703609800","u","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870360.html","d83e30b51621dcfca1a911fb872493176a65cfe12b627631efced82987a46808"
"870370","8703701100","u","- - - Go-karts","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701300","u","- - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701600","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701700","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701800","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703701900","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702100","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702200","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702400","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702500","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702600","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702700","u","- - - - Of a cylinder capacity not exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703702800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703100","u","- - - Go-karts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703200","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703300","u","- - - - Of a cylinder capacity exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703400","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703500","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703703600","u","- - - - Of a cylinder capacity exceeding 2,500 cc","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703704700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705500","u","- - - - Of a cylinder capacity exceeding 2,500 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705600","u","- - - - Of a cylinder capacity not exceeding 1,500 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705700","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703705800","u","- - - - Of a cylinder capacity exceeding 2,000 cc","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703706700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703707700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","80%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703708700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709100","u","- - - - Of a cylinder capacity not exceeding 1,000 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709200","u","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709300","u","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709400","u","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30%","0%","","10%","75%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709500","u","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30%","0%","","10%","90%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709600","u","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870370","8703709700","u","- - - - Of a cylinder capacity exceeding 3,000 cc","30%","0%","","10%","105%","","","","JKDM_HS_Explorer_PDK2025_870370.html","257121a4849174e2f4c26ae3ac43e7630abf2c47763b0bfcf4bf6fc53678a022"
"870380","8703801100","u","- - - Go-karts","0%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801300","u","- - - Ambulances","5%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801600","u","- - - Motor-homes","35%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801700","u","- - - Sedan","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801800","u","- - - Other motor cars (including station wagons and sports cars, but not including vans)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703801900","u","- - - Other","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809100","u","- - - Go-karts","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809200","u","- - - All-Terrain Vehicles (ATV)","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809300","u","- - - Ambulances","5%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809400","u","- - - Hearses","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809500","u","- - - Prison vans","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809600","u","- - - Motor-homes","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809700","u","- - - Sedan","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809800","u","- - - Other motor cars (including station wagons and sports cars, but not including vans)","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870380","8703809900","u","- - - Other","30%","0%","","10%","10%","","","","JKDM_HS_Explorer_PDK2025_870380.html","81d545bbb177d8021a661e6d3caa5de1d024206efcec314bd2edbf995254a1c7"
"870390","8703901100","u","- - - Go-karts","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901200","u","- - - All-Terrain Vehicles (ATV)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901300","u","- - - Ambulances","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901400","u","- - - Hearses","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901500","u","- - - Prison vans","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901600","u","- - - Motor-homes","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901700","u","- - - Sedan","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901800","u","- - - Other motor cars (including station wagons and sports cars, but not including vans)","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703901900","u","- - - Other","10%","0%","","0%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909100","u","- - - Go-karts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909200","u","- - - All-Terrain Vehicles (ATV)","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909300","u","- - - Ambulances","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909400","u","- - - Hearses","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909500","u","- - - Prison vans","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909600","u","- - - Motor-homes","35%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909700","u","- - - Sedan","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909800","u","- - - Other motor cars (including station wagons and sports cars, but not including vans)","30%","0%","","10%","60%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870390","8703909900","u","- - - Other","30%","0%","","10%","65%","","","","JKDM_HS_Explorer_PDK2025_870390.html","f5e5d66cefc9313d4c27c84b62501737094a4841d1eb5a6445ef7000e4f6cb72"
"870810","8708101000","kg","- - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870810.html","6e029864acaaf51ffe5ad2e41cc215ffa7173653383912c6e0457a7edc583361"
"870810","8708109000","kg","- - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870810.html","6e029864acaaf51ffe5ad2e41cc215ffa7173653383912c6e0457a7edc583361"
"870821","8708210000","kg","- - Safety seat belts","30%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870821.html","17c433bf692eaf5bde6a9ec95d568ab502e124dd006c89500333777c644414a0"
"870829","8708291100","kg","- - - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708291500","kg","- - - - Door armrests for vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708291600","kg","- - - - Other, for vehicles of heading 87.03","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708291700","kg","- - - - For vehicles of subheading 8704.10","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708291800","kg","- - - - For vehicles of heading 87.02 or other vehicles of heading 87.04","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708291900","kg","- - - - Other","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708292000","kg","- - - Parts of safety seat belts","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299200","kg","- - - - For vehicles of heading 87.01","0%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
"870829","8708299300","kg","- - - - - Interior trim fittings; mudguards","25%","0%","","10%","","","","","JKDM_HS_Explorer_PDK2025_870829.html","7f6a3978d92f49ab1e8d8cdde6b22c703f2b605ae2147588e913537f7875410a"
